51
234849210103627787, 3150.6666666666665
700414621546184774, 3500.0
521163587692134401, 3500.0
334109147048181761, 3500.0
164238723892903937, 1000.4999999999998
254067888539959296, 1250.583333333333
346119366598983680, 2042.5
504281602474639393, 1000.1666666666665
548254419188187146, 3500.0
721162429123395636, 2938.1666666666665
322111694367227925, 1833.3333333333333
189879722367385601, 4437.5
94227448064905216, 3720.0
222471962881032192, 2500.0
675336056169824298, 1500.6666666666665
455838049423720459, 3250.0
383990061932347392, 3500.0
360844232971386883, 2674.9
296638456367677441, 3500.0
690818858155507733, 1000.75
259519712180830209, 3500.0
1148050505180921976, 3500.0
373975063558619137, 5800.0
425075709527195648, 3450.0
193042128606199808, 1250.0
1266101247581229087, 2712.5
100417412481961984, 9286.75
487009004984205355, 2500.0
